ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,GeneSet,Description_TR
R-HSA-112311,Neurotransmitter clearance,1/17,10/11146,0.1,65.56470588235295,7.983015853559582,0.015153928139344797,0.07793369495269442,0.03708452679796562,SLC6A3,1,Rpost_18,
R-HSA-1483115,Hydrolysis of LPC,1/17,10/11146,0.1,65.56470588235295,7.983015853559582,0.015153928139344797,0.07793369495269442,0.03708452679796562,PLA2G4E,1,Rpost_18,LPC hidrolizi
R-HSA-194002,Glucocorticoid biosynthesis,1/17,10/11146,0.1,65.56470588235295,7.983015853559582,0.015153928139344797,0.07793369495269442,0.03708452679796562,HSD11B1,1,Rpost_18,Glukokortikoid biyosentezi
R-HSA-9757110,Prednisone ADME,1/17,10/11146,0.1,65.56470588235295,7.983015853559582,0.015153928139344797,0.07793369495269442,0.03708452679796562,HSD11B1,1,Rpost_18,Prednizon ADME
R-HSA-1483206,Glycerophospholipid biosynthesis,2/17,129/11146,0.015503875968992248,10.165070679434564,4.091998113673005,0.01613505470576054,0.07793369495269442,0.03708452679796562,PLA2G4E/SLC44A1,2,Rpost_18,Gliserofosfolipit biyosentezi
R-HSA-71291,Metabolism of amino acids and derivatives,3/17,367/11146,0.008174386920980926,5.35951274242667,3.319083462752854,0.017081357797850832,0.07793369495269442,0.03708452679796562,ASL/SLC25A15/SLC44A1,3,Rpost_18,Amino asit ve türevlerinin metabolizması
R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",1/17,12/11146,0.08333333333333333,54.63725490196078,7.265541427814531,0.0181586613590502,0.07797542818886262,0.0371043854395453,PFKFB1,1,Rpost_18,"Fruktoz 2,6-bisfosfat metabolizması ile glikolizin düzenlenmesi"
R-HSA-1663150,The activation of arylsulfatases,1/17,13/11146,0.07692307692307693,50.4343891402715,6.969974183107873,0.019657790401344077,0.07972326107211765,0.03793608673943593,ARSD,1,Rpost_18,Arilsülfatazların aktivasyonu
R-HSA-112316,Neuronal System,3/17,410/11146,0.007317073170731708,4.797417503586801,3.0619313594153845,0.022888585639924165,0.0838858034376071,0.03991682066966163,GRIN1/SLC1A1/SLC6A3,3,Rpost_18,
R-HSA-1482922,Acyl chain remodelling of PI,1/17,17/11146,0.058823529411764705,38.567474048442904,6.058216792481306,0.025632790568925534,0.0838858034376071,0.03991682066966163,PLA2G4E,1,Rpost_18,PI açil zinciri yeniden düzenlenmesi
R-HSA-442660,Na+/Cl- dependent neurotransmitter transporters,1/17,19/11146,0.05263157894736842,34.5077399380805,5.713067015516484,0.028607421606050454,0.0838858034376071,0.03991682066966163,SLC6A3,1,Rpost_18,Na+/Cl- bağımlı nörotransmitter taşıyıcıları
R-HSA-5619115,Disorders of transmembrane transporters,2/17,176/11146,0.011363636363636364,7.4505347593582885,3.3712050266876026,0.02886225906687044,0.0838858034376071,0.03991682066966163,SLC1A1/SLC6A3,2,Rpost_18,Transmembran taşıyıcı bozuklukları
R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor,1/17,21/11146,0.047619047619047616,31.221288515406158,5.417626246227551,0.031573504089847826,0.0838858034376071,0.03991682066966163,GRIN1,1,Rpost_18,
R-HSA-8849932,Synaptic adhesion-like molecules,1/17,21/11146,0.047619047619047616,31.221288515406158,5.417626246227551,0.031573504089847826,0.0838858034376071,0.03991682066966163,GRIN1,1,Rpost_18,
R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",1/17,22/11146,0.045454545454545456,29.802139037433154,5.284963822440443,0.03305334682517125,0.0838858034376071,0.03991682066966163,GRIN1,1,Rpost_18,
R-HSA-9609523,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,1/17,22/11146,0.045454545454545456,29.802139037433154,5.284963822440443,0.03305334682517125,0.0838858034376071,0.03991682066966163,CYB5A,1,Rpost_18,Kuyruk-bağlantılı proteinlerin ER membranına yerleştirilmesi
R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission,1/17,22/11146,0.045454545454545456,29.802139037433154,5.284963822440443,0.03305334682517125,0.0838858034376071,0.03991682066966163,GRIN1,1,Rpost_18,
R-HSA-1482801,Acyl chain remodelling of PS,1/17,23/11146,0.043478260869565216,28.50639386189258,5.160871343911044,0.03453106105602155,0.0838858034376071,0.03991682066966163,PLA2G4E,1,Rpost_18,PS açil zinciri yeniden düzenlenmesi
R-HSA-210500,Glutamate Neurotransmitter Release Cycle,1/17,24/11146,0.041666666666666664,27.31862745098039,5.044450188147341,0.036006649652806755,0.0838858034376071,0.03991682066966163,SLC1A1,1,Rpost_18,
R-HSA-9620244,Long-term potentiation,1/17,24/11146,0.041666666666666664,27.31862745098039,5.044450188147341,0.036006649652806755,0.0838858034376071,0.03991682066966163,GRIN1,1,Rpost_18,
R-HSA-1483257,Phospholipid metabolism,2/17,212/11146,0.009433962264150943,6.18534961154273,2.979153390360625,0.040597117208090484,0.0838858034376071,0.03991682066966163,PLA2G4E/SLC44A1,2,Rpost_18,Fosfolipit metabolizması
R-HSA-1482788,Acyl chain remodelling of PC,1/17,28/11146,0.03571428571428571,23.415966386554622,4.641513024015304,0.041887804981131316,0.0838858034376071,0.03991682066966163,PLA2G4E,1,Rpost_18,PC açil zinciri yeniden düzenlenmesi
R-HSA-1483191,Synthesis of PC,1/17,28/11146,0.03571428571428571,23.415966386554622,4.641513024015304,0.041887804981131316,0.0838858034376071,0.03991682066966163,SLC44A1,1,Rpost_18,PC sentezi
R-HSA-3295583,TRP channels,1/17,28/11146,0.03571428571428571,23.415966386554622,4.641513024015304,0.041887804981131316,0.0838858034376071,0.03991682066966163,TRPM7,1,Rpost_18,TRP kanalları
R-HSA-69205,G1/S-Specific Transcription,1/17,28/11146,0.03571428571428571,23.415966386554622,4.641513024015304,0.041887804981131316,0.0838858034376071,0.03991682066966163,RRM2,1,Rpost_18,G1/S'ye Özgü Transkripsiyon
R-HSA-442742,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling,1/17,29/11146,0.034482758620689655,22.608519269776878,4.553723215174829,0.043352808337429494,0.0838858034376071,0.03991682066966163,GRIN1,1,Rpost_18,
R-HSA-1482839,Acyl chain remodelling of PE,1/17,30/11146,0.03333333333333333,21.85490196078431,4.4702409925564615,0.04481570320639283,0.0838858034376071,0.03991682066966163,PLA2G4E,1,Rpost_18,PE açil zinciri yeniden düzenlenmesi
R-HSA-499943,Interconversion of nucleotide di- and triphosphates,1/17,30/11146,0.03333333333333333,21.85490196078431,4.4702409925564615,0.04481570320639283,0.0838858034376071,0.03991682066966163,RRM2,1,Rpost_18,Nükleotit di- ve trifosfatların birbirine dönüşümü
R-HSA-77387,Insulin receptor recycling,1/17,30/11146,0.03333333333333333,21.85490196078431,4.4702409925564615,0.04481570320639283,0.0838858034376071,0.03991682066966163,ATP6V0A4,1,Rpost_18,İnsülin reseptör geri dönüşümü
R-HSA-917977,Transferrin endocytosis and recycling,1/17,31/11146,0.03225806451612903,21.14990512333966,4.39071800049561,0.04627649243322718,0.08445459869063959,0.040187480270960446,ATP6V0A4,1,Rpost_18,Transferrin endositozu ve geri dönüşümü
R-HSA-8953750,Transcriptional Regulation by E2F6,1/17,35/11146,0.02857142857142857,18.7327731092437,4.1064877495174725,0.052098649698055444,0.09090868810453297,0.04325864033813393,RRM2,1,Rpost_18,E2F6 ile Transkripsiyonel Düzenleme
R-HSA-1222556,ROS and RNS production in phagocytes,1/17,36/11146,0.027777777777777776,18.212418300653592,4.04270953396364,0.05354895326705367,0.09090868810453297,0.04325864033813393,ATP6V0A4,1,Rpost_18,Fagositlerde ROS ve RNS üretimi
R-HSA-196071,Metabolism of steroid hormones,1/17,36/11146,0.027777777777777776,18.212418300653592,4.04270953396364,0.05354895326705367,0.09090868810453297,0.04325864033813393,HSD11B1,1,Rpost_18,Steroid hormon metabolizması
R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors,1/17,41/11146,0.024390243902439025,15.99139167862267,3.7584694445620768,0.06076919777284928,0.10082162357768176,0.04797568245224943,GRIN1,1,Rpost_18,
R-HSA-3928662,EPHB-mediated forward signaling,1/17,42/11146,0.023809523809523808,15.610644257703079,3.7075815400059597,0.062207011697915204,0.10091359675439578,0.048019447626460855,GRIN1,1,Rpost_18,
R-HSA-112310,Neurotransmitter release cycle,1/17,51/11146,0.0196078431372549,12.855824682814301,3.3165735222442247,0.07505444214701606,0.1191081364506994,0.05667726752520663,SLC1A1,1,Rpost_18,
R-HSA-6794361,Neurexins and neuroligins,1/17,55/11146,0.01818181818181818,11.920855614973263,3.1731389008963475,0.08071107621729545,0.12535975667792698,0.059652083206511754,GRIN1,1,Rpost_18,
R-HSA-917937,Iron uptake and transport,1/17,58/11146,0.017241379310344827,11.304259634888439,3.0749680456304254,0.08493216759908773,0.1286217385346421,0.06120428798331922,ATP6V0A4,1,Rpost_18,Demir alımı ve taşınımı
R-HSA-2142753,Arachidonic acid metabolism,1/17,59/11146,0.01694915254237288,11.112662013958126,3.0438335553818185,0.0863351395643488,0.1286217385346421,0.06120428798331922,ALOXE3,1,Rpost_18,Araşidonik asit metabolizması
R-HSA-163841,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation",1/17,61/11146,0.01639344262295082,10.74831243972999,2.9837534544876663,0.08913501221485887,0.13013711783369394,0.061925376907165104,ARSD,1,Rpost_18,"Gama karboksilasyon, hüpüsinilasyon, hidroksilasyon ve arilsülfataz aktivasyonu"
R-HSA-70171,Glycolysis,1/17,73/11146,0.0136986301369863,8.98146655922643,2.6739168891595675,0.10576539815699781,0.1513896875580557,0.07203835168588087,PFKFB1,1,Rpost_18,Glikoliz
R-HSA-438064,Post NMDA receptor activation events,1/17,80/11146,0.0125,8.19558823529412,2.5243663914989054,0.11533404495982735,0.161911255424373,0.07704500979097778,GRIN1,1,Rpost_18,
R-HSA-74752,Signaling by Insulin receptor,1/17,82/11146,0.012195121951219513,7.995695839311335,2.4849530481161533,0.1180501931253134,0.1625974358141109,0.07737152677527989,ATP6V0A4,1,Rpost_18,İnsülin reseptörü sinyali
R-HSA-70326,Glucose metabolism,1/17,84/11146,0.011904761904761904,7.8053221288515395,2.446853282771705,0.12075849115592152,0.163247589895968,0.07768090074357524,PFKFB1,1,Rpost_18,Glukoz metabolizması
R-HSA-6794362,Protein-protein interactions at synapses,1/17,86/11146,0.011627906976744186,7.623803009575924,2.409991418693653,0.12345896032571868,0.16386371097777208,0.07797408020571706,GRIN1,1,Rpost_18,
R-HSA-2682334,EPH-Ephrin signaling,1/17,92/11146,0.010869565217391304,7.126598465473145,2.306163144363951,0.13151360660438682,0.17014027525919234,0.08096076544417227,GRIN1,1,Rpost_18,
R-HSA-442755,Activation of NMDA receptors and postsynaptic events,1/17,93/11146,0.010752688172043012,7.0499683744465536,2.2897650362341597,0.13284925602430087,0.17014027525919234,0.08096076544417227,GRIN1,1,Rpost_18,
R-HSA-15869,Metabolism of nucleotides,1/17,99/11146,0.010101010101010102,6.622697563874035,2.1962236822321293,0.14082264188254467,0.17724229064527175,0.08434023923999953,RRM2,1,Rpost_18,Nükleotit metabolizması
R-HSA-163685,Integration of energy metabolism,1/17,108/11146,0.009259259259259259,6.070806100217864,2.069569964557619,0.15265344714231033,0.18580487741578577,0.08841472176958803,PFKFB1,1,Rpost_18,Enerji metabolizmasının entegrasyonu
R-HSA-425393,Transport of inorganic cations/anions and amino acids/oligopeptides,1/17,110/11146,0.00909090909090909,5.9604278074866315,2.0433654975448223,0.15526160989538262,0.18580487741578577,0.08841472176958803,SLC1A1,1,Rpost_18,İnorganik katyon/anyon ve amino asit/oligopeptit taşınımı
R-HSA-9748784,Drug ADME,1/17,110/11146,0.00909090909090909,5.9604278074866315,2.0433654975448223,0.15526160989538262,0.18580487741578577,0.08841472176958803,HSD11B1,1,Rpost_18,İlaç ADME
R-HSA-196849,Metabolism of water-soluble vitamins and cofactors,1/17,127/11146,0.007874015748031496,5.1625752663270035,1.8438657366944875,0.17712793730512089,0.20855386166570686,0.09923976113869251,CYB5A,1,Rpost_18,Suda çözünen vitamin ve kofaktör metabolizması
R-HSA-69206,G1/S Transition,1/17,131/11146,0.007633587786259542,5.004939380332285,1.8020870669162135,0.18219496026709248,0.21111479523012305,0.10045837408210613,RRM2,1,Rpost_18,G1/S Geçişi
R-HSA-453279,Mitotic G1 phase and G1/S transition,1/17,149/11146,0.006711409395973154,4.400315831030399,1.6330959620927001,0.20463532661477468,0.23341216941997736,0.11106851609025599,RRM2,1,Rpost_18,Mitotik G1 fazı ve G1/S geçişi
R-HSA-8957322,Metabolism of steroids,1/17,154/11146,0.006493506493506494,4.257448433919023,1.5908747025586403,0.21076513673939612,0.23670546126116795,0.11263561963400925,HSD11B1,1,Rpost_18,Steroid metabolizması
R-HSA-9609507,Protein localization,1/17,164/11146,0.006097560975609756,3.9978479196556673,1.5115663930891794,0.2228916102061239,0.24653162947040977,0.11731137379269678,CYB5A,1,Rpost_18,Protein lokalizasyonu
R-HSA-8978868,Fatty acid metabolism,1/17,176/11146,0.005681818181818182,3.7252673796791442,1.4242904553166171,0.237211902037753,0.25845475893665626,0.12298496099365039,ALOXE3,1,Rpost_18,Yağ asidi metabolizması
R-HSA-196854,Metabolism of vitamins and cofactors,1/17,200/11146,0.005,3.278235294117647,1.2706392818333936,0.26511062758263615,0.28460405608135936,0.1354280295700773,CYB5A,1,Rpost_18,Vitamin ve kofaktör metabolizması
R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,1/17,205/11146,0.004878048780487805,3.1982783357245337,1.241559471308327,0.2708006710283435,0.286499260653175,0.1363298572682736,GRIN1,1,Rpost_18,
R-HSA-5673001,RAF/MAP kinase cascade,1/17,280/11146,0.0035714285714285713,2.3415966386554623,0.8885923145405985,0.35132887414482905,0.3663858258938932,0.17434365183126854,GRIN1,1,Rpost_18,
R-HSA-5684996,MAPK1/MAPK3 signaling,1/17,286/11146,0.0034965034965034965,2.2924722336487044,0.8654176567702867,0.35739562504985734,0.3664300032094389,0.17436467348105963,GRIN1,1,Rpost_18,MAPK1/MAPK3 sinyali
R-HSA-71387,Metabolism of carbohydrates,1/17,290/11146,0.0034482758620689655,2.2608519269776877,0.8502851494577314,0.36141041412437813,0.3664300032094389,0.17436467348105963,PFKFB1,1,Rpost_18,Karbonhidrat metabolizması
R-HSA-5683057,MAPK family signaling cascades,1/17,325/11146,0.003076923076923077,2.0173755656108594,0.7274877936585613,0.39554666673446925,0.39554666673446925,0.18821975489888226,GRIN1,1,Rpost_18,MAPK ailesi sinyal kaskadları
